subid,horizon,choice_time,type,side,stim_1,stim_2,calculation,accuracy,mult_rew,add_rew,trial_nr,game_nr,time_elapsed
4237,8,448,add,right,-1,-1,-1,-1,66,46,2,-1,459629
4237,8,558,add,right,-1,-1,-1,-1,74,55,3,-1,461193
4237,8,715,add,right,-1,-1,-1,-1,70,32,4,-1,462914
4237,8,6570,mult,left,4,6,24,1,83,44,5,-1,470490
4237,8,11060,add,right,17,17,34,1,66,37,6,-1,482557
4237,8,5764,mult,left,2,23,46,1,74,40,7,-1,489328
4237,8,6129,add,right,11,24,35,1,75,52,8,-1,496463
5415,5,3626,mult,right,-1,-1,-1,-1,60,45,1,-2,1845367
5415,5,418,mult,right,-1,-1,-1,-1,54,61,2,-2,1846798
5415,5,449,add,left,-1,-1,-1,-1,62,53,3,-2,1848260
5415,5,369,add,left,-1,-1,-1,-1,55,46,4,-2,1849641
5415,5,5578,add,left,6,23,29,1,61,37,5,-2,1856228
5415,8,1923,mult,right,-1,-1,-1,-1,59,25,1,-1,1877509
5415,8,481,add,left,-1,-1,-1,-1,60,39,2,-1,1879003
5415,8,473,add,left,-1,-1,-1,-1,69,35,3,-1,1880489
5415,8,325,mult,right,-1,-1,-1,-1,58,29,4,-1,1881822
5415,8,6226,mult,right,11,22,242,1,53,31,5,-1,1889061
5415,8,4109,mult,right,2,7,14,1,61,32,6,-1,1894183
5415,8,3250,add,left,13,16,29,1,69,24,7,-1,1898447
5415,8,8711,mult,right,7,23,161,1,44,18,8,-1,1908168
4174,5,2438,add,right,-1,-1,-1,-1,45,51,1,-2,477100
4174,5,1021,mult,left,-1,-1,-1,-1,38,53,2,-2,479136
4174,5,401,add,right,-1,-1,-1,-1,25,72,3,-2,480549
4174,5,434,mult,left,-1,-1,-1,-1,25,53,4,-2,481998
4174,5,10620,mult,left,3,9,27,1,54,52,5,-2,493630
4174,8,1106,add,right,-1,-1,-1,-1,52,48,1,-1,499052
4174,8,450,mult,left,-1,-1,-1,-1,36,52,2,-1,500513
4174,8,376,add,right,-1,-1,-1,-1,49,42,3,-1,501900
4174,8,420,mult,left,-1,-1,-1,-1,43,47,4,-1,503330
4174,8,7285,mult,left,10,11,110,1,50,42,5,-1,511630
4174,8,2395,mult,left,5,7,35,1,28,58,6,-1,515035
4174,8,3880,-1,-1,9,15,25,0,41,50,7,-1,519933
4174,8,6405,add,right,8,14,22,1,41,38,8,-1,527354
4708,5,4647,add,right,-1,-1,-1,-1,43,55,1,-2,574835
4708,5,2344,mult,left,-1,-1,-1,-1,37,53,2,-2,578196
4708,5,896,mult,left,-1,-1,-1,-1,17,67,3,-2,580098
4708,5,2866,mult,left,-1,-1,-1,-1,44,68,4,-2,583983
4708,5,6460,add,right,2,24,26,1,37,70,5,-2,591455
4708,8,1733,add,right,-1,-1,-1,-1,33,74,1,-1,596690
4708,8,561,mult,left,-1,-1,-1,-1,40,51,2,-1,598265
4708,8,458,mult,left,-1,-1,-1,-1,28,58,3,-1,599732
4708,8,807,add,right,-1,-1,-1,-1,31,76,4,-1,601561
4708,8,10419,add,right,22,23,45,1,33,58,5,-1,612991
4708,8,5485,add,right,7,23,30,1,33,79,6,-1,619487
4708,8,9820,add,right,7,19,26,1,23,71,7,-1,630318
4708,8,2030,add,right,3,8,11,1,26,71,8,-1,633364
5616,5,2269,add,left,-1,-1,-1,-1,54,51,1,-2,345118
5616,5,443,mult,right,-1,-1,-1,-1,56,55,2,-2,346567
5616,5,371,add,left,-1,-1,-1,-1,57,61,3,-2,347944
5616,5,364,mult,right,-1,-1,-1,-1,57,46,4,-2,349314
5616,5,10129,add,left,10,16,26,1,59,63,5,-2,360449
5616,8,1250,mult,right,-1,-1,-1,-1,42,69,1,-1,365652
5616,8,366,mult,right,-1,-1,-1,-1,47,53,2,-1,367026
5616,8,360,add,left,-1,-1,-1,-1,56,67,3,-1,368393
5616,8,331,add,left,-1,-1,-1,-1,56,58,4,-1,369731
5616,8,3108,mult,right,10,10,100,1,49,69,5,-1,373847
5616,8,3243,mult,right,7,7,49,1,60,68,6,-1,378097
5616,8,1671,mult,right,1,12,12,1,65,48,7,-1,380775
5616,8,2752,add,left,2,3,5,1,39,77,8,-1,384534
5633,5,2075,mult,right,-1,-1,-1,-1,58,50,1,-2,225429
5633,5,649,add,left,-1,-1,-1,-1,65,40,2,-2,227092
5633,5,546,add,left,-1,-1,-1,-1,58,44,3,-2,228652
5633,5,506,add,left,-1,-1,-1,-1,64,47,4,-2,230172
5633,5,18719,add,left,14,23,37,1,69,62,5,-2,249905
5633,8,761,mult,right,-1,-1,-1,-1,60,17,1,-1,255600
5633,8,504,add,left,-1,-1,-1,-1,55,42,2,-1,257117
5633,8,395,mult,right,-1,-1,-1,-1,64,16,3,-1,258528
5633,8,417,add,left,-1,-1,-1,-1,53,15,4,-1,259958
5633,8,4634,-1,-1,10,17,37,0,61,25,5,-1,265607
5633,8,2529,add,left,10,20,30,1,53,28,6,-1,269147
5633,8,4744,add,left,24,24,48,1,54,26,7,-1,274901
5633,8,2620,mult,right,6,7,42,1,57,43,8,-1,278536
5366,5,4031,mult,left,-1,-1,-1,-1,35,43,1,-2,149598
5366,5,584,add,right,-1,-1,-1,-1,49,32,2,-2,151195
5366,5,436,mult,left,-1,-1,-1,-1,40,32,3,-2,152642
5366,5,473,mult,left,-1,-1,-1,-1,41,44,4,-2,154129
5366,5,14805,add,right,5,24,29,1,35,57,5,-2,169943
5366,8,1828,add,right,-1,-1,-1,-1,66,52,1,-1,174859
5366,8,866,mult,left,-1,-1,-1,-1,57,65,2,-1,176740
5366,8,505,mult,left,-1,-1,-1,-1,49,51,3,-1,178256
5366,8,463,add,right,-1,-1,-1,-1,64,67,4,-1,179734
5366,8,9865,add,right,1,23,24,1,51,53,5,-1,190612
5366,8,12212,mult,left,8,13,104,1,62,56,6,-1,203836
5366,8,5910,mult,left,8,14,112,1,54,51,7,-1,210758
5366,8,2448,mult,left,9,9,81,1,37,46,8,-1,214217
5418,5,2049,mult,left,-1,-1,-1,-1,54,68,1,-2,2636921
5418,5,324,add,right,-1,-1,-1,-1,49,55,2,-2,2638276
5418,5,353,add,right,-1,-1,-1,-1,39,47,3,-2,2639653
5418,5,393,mult,left,-1,-1,-1,-1,55,58,4,-2,2641066
5418,5,14610,-1,-1,6,8,8,0,73,72,5,-2,2656698
5418,8,2591,mult,left,-1,-1,-1,-1,60,42,1,-1,2666193
5418,8,387,add,right,-1,-1,-1,-1,53,48,2,-1,2667604
5418,8,616,add,right,-1,-1,-1,-1,61,39,3,-1,2669241
5418,8,268,mult,left,-1,-1,-1,-1,49,26,4,-1,2670541
5418,8,3966,mult,left,1,15,15,1,68,41,5,-1,2675539
5418,8,2671,-1,-1,7,12,12,0,57,51,6,-1,2679241
5418,8,2670,-1,-1,8,10,8,0,51,40,7,-1,2682941
5418,8,3429,add,right,4,6,10,1,62,44,8,-1,2687391
5681,5,2728,mult,right,-1,-1,-1,-1,52,55,1,-2,207613
5681,5,1123,mult,right,-1,-1,-1,-1,43,61,2,-2,209743
5681,5,581,add,left,-1,-1,-1,-1,45,66,3,-2,211331
5681,5,550,mult,right,-1,-1,-1,-1,65,61,4,-2,212888
5681,5,12473,-1,-1,13,19,22,0,66,55,5,-2,226369
5681,8,1559,mult,right,-1,-1,-1,-1,37,62,1,-1,233314
5681,8,507,mult,right,-1,-1,-1,-1,41,57,2,-1,234829
5681,8,452,add,left,-1,-1,-1,-1,45,68,3,-1,236289
5681,8,443,add,left,-1,-1,-1,-1,31,46,4,-1,237739
5681,8,4841,add,left,4,24,28,1,37,65,5,-1,243586
5681,8,3763,mult,right,9,9,81,1,44,60,6,-1,248356
5681,8,8065,add,left,17,18,35,1,47,57,7,-1,257428
5681,8,3909,add,left,21,24,45,1,35,58,8,-1,262345
3893,5,1831,add,right,-1,-1,-1,-1,37,61,1,-2,4258720
3893,5,1209,mult,left,-1,-1,-1,-1,32,50,2,-2,4260937
3893,5,1037,mult,left,-1,-1,-1,-1,47,68,3,-2,4262983
3893,5,609,mult,left,-1,-1,-1,-1,37,44,4,-2,4264601
3893,5,22491,mult,left,11,11,121,1,38,59,5,-2,4288103
3893,8,976,mult,left,-1,-1,-1,-1,47,35,1,-1,4295064
3893,8,344,add,right,-1,-1,-1,-1,68,23,2,-1,4296419
3893,8,415,add,right,-1,-1,-1,-1,58,51,3,-1,4297843
3893,8,409,mult,left,-1,-1,-1,-1,52,32,4,-1,4299260
3893,8,16247,-1,-1,11,24,251,0,57,37,5,-1,4316518
3893,8,7146,add,right,9,24,33,1,57,32,6,-1,4324670
3893,8,2204,add,right,7,12,19,1,57,37,7,-1,4327884
3893,8,3849,mult,left,6,7,42,1,48,39,8,-1,4332744
5400,5,3600,mult,right,-1,-1,-1,-1,53,24,1,-2,396569
5400,5,2775,mult,right,-1,-1,-1,-1,49,53,2,-2,400358
5400,5,1430,add,left,-1,-1,-1,-1,57,29,3,-2,402800
5400,5,1300,add,left,-1,-1,-1,-1,57,42,4,-2,405112
5400,5,12987,mult,right,3,19,57,1,49,35,5,-2,419113
5400,8,1459,mult,right,-1,-1,-1,-1,46,46,1,-1,423832
5400,8,767,mult,right,-1,-1,-1,-1,42,48,2,-1,425612
5400,8,586,mult,right,-1,-1,-1,-1,39,36,3,-1,427211
5400,8,642,add,left,-1,-1,-1,-1,42,66,4,-1,428863
5400,8,5885,add,left,9,19,28,1,49,45,5,-1,435760
5400,8,11732,add,left,13,19,32,1,40,59,6,-1,448505
5400,8,3553,add,left,9,15,24,1,37,51,7,-1,453072
5400,8,6931,add,left,15,19,34,1,30,51,8,-1,461017
2664,5,4402,add,left,-1,-1,-1,-1,58,36,1,-2,362913
2664,5,863,add,left,-1,-1,-1,-1,70,21,2,-2,364789
2664,5,1448,add,left,-1,-1,-1,-1,49,29,3,-2,367250
2664,5,1146,mult,right,-1,-1,-1,-1,56,30,4,-2,369408
2664,5,7958,mult,right,3,9,27,1,54,42,5,-2,378379
2664,8,1379,add,left,-1,-1,-1,-1,59,41,1,-1,383879
2664,8,812,add,left,-1,-1,-1,-1,57,40,2,-1,385704
2664,8,1247,mult,right,-1,-1,-1,-1,52,62,3,-1,387964
2664,8,504,mult,right,-1,-1,-1,-1,72,52,4,-1,389480
2664,8,6502,mult,right,4,12,48,1,53,62,5,-1,396995
2664,8,5576,mult,right,5,21,105,1,65,58,6,-1,403578
2664,8,6474,mult,right,3,21,63,1,57,40,7,-1,411066
2664,8,2394,mult,right,1,18,18,1,68,41,8,-1,414473
5221,5,2186,mult,left,-1,-1,-1,-1,57,38,1,-2,349795
5221,5,489,mult,left,-1,-1,-1,-1,69,49,2,-2,351297
5221,5,536,add,right,-1,-1,-1,-1,56,42,3,-2,352846
5221,5,418,mult,left,-1,-1,-1,-1,60,55,4,-2,354275
5221,5,13742,-1,-1,5,20,120,0,54,31,5,-2,369029
5221,8,1173,mult,left,-1,-1,-1,-1,32,68,1,-1,373782
5221,8,520,mult,left,-1,-1,-1,-1,48,63,2,-1,375311
5221,8,433,add,right,-1,-1,-1,-1,44,49,3,-1,376756
5221,8,529,add,right,-1,-1,-1,-1,37,69,4,-1,378293
5221,8,3646,mult,left,13,13,169,1,33,54,5,-1,382951
5221,8,2743,add,right,10,20,30,1,39,40,6,-1,386708
5221,8,4139,add,right,21,24,45,1,46,43,7,-1,391860
5221,8,6087,mult,left,12,24,288,1,28,56,8,-1,398959
3186,5,2218,add,right,-1,-1,-1,-1,69,62,1,-2,286296
3186,5,803,add,right,-1,-1,-1,-1,54,56,2,-2,288106
3186,5,1087,add,right,-1,-1,-1,-1,54,69,3,-2,290200
3186,5,609,mult,left,-1,-1,-1,-1,63,55,4,-2,291814
3186,5,9982,add,right,2,5,7,1,57,51,5,-2,302803
3186,8,1077,add,right,-1,-1,-1,-1,49,69,1,-1,309100
3186,8,440,mult,left,-1,-1,-1,-1,54,57,2,-1,310545
3186,8,310,mult,left,-1,-1,-1,-1,55,63,3,-1,311861
3186,8,402,mult,left,-1,-1,-1,-1,57,65,4,-1,313269
3186,8,6524,add,right,14,16,30,1,61,60,5,-1,320800
3186,8,12913,add,right,4,22,26,1,57,64,6,-1,334719
3186,8,2560,mult,left,1,8,8,1,50,70,7,-1,338285
3186,8,2421,mult,left,1,13,13,1,39,54,8,-1,341714
4985,5,2276,add,left,-1,-1,-1,-1,34,29,1,-2,651544
4985,5,800,mult,right,-1,-1,-1,-1,38,57,2,-2,653355
4985,5,817,mult,right,-1,-1,-1,-1,42,51,3,-2,655183
4985,5,612,add,left,-1,-1,-1,-1,47,42,4,-2,656803
4985,5,19636,add,left,18,21,39,1,69,34,5,-2,677447
4985,8,1646,mult,right,-1,-1,-1,-1,41,40,1,-1,686315
4985,8,1062,mult,right,-1,-1,-1,-1,33,54,2,-1,688388
4985,8,1311,add,left,-1,-1,-1,-1,29,40,3,-1,690710
4985,8,447,add,left,-1,-1,-1,-1,31,46,4,-1,692167
4985,8,20261,add,left,17,19,36,1,30,38,5,-1,713437
4985,8,6256,add,left,11,18,29,1,38,61,6,-1,720705
4985,8,18067,mult,right,8,14,112,1,38,59,7,-1,739786
4985,8,4818,add,left,4,17,21,1,38,54,8,-1,745613
5578,5,2913,add,left,-1,-1,-1,-1,44,55,1,-2,454488
5578,5,509,add,left,-1,-1,-1,-1,44,61,2,-2,456007
5578,5,429,mult,right,-1,-1,-1,-1,34,53,3,-2,457454
5578,5,375,add,left,-1,-1,-1,-1,40,56,4,-2,458849
5578,5,24596,-1,-1,9,19,181,0,22,63,5,-2,484462
5578,8,1152,add,left,-1,-1,-1,-1,54,52,1,-1,497059
5578,8,282,add,left,-1,-1,-1,-1,68,53,2,-1,498358
5578,8,270,mult,right,-1,-1,-1,-1,34,52,3,-1,499643
5578,8,296,mult,right,-1,-1,-1,-1,47,60,4,-1,500947
5578,8,5247,mult,right,2,22,44,1,64,63,5,-1,507217
5578,8,3859,add,left,20,24,44,1,55,41,6,-1,512097
5578,8,5111,mult,right,4,17,68,1,62,43,7,-1,518222
5578,8,1930,add,left,5,10,15,1,57,50,8,-1,521167
5362,5,1761,mult,right,-1,-1,-1,-1,50,38,1,-2,173540
5362,5,588,add,left,-1,-1,-1,-1,66,41,2,-2,175138
5362,5,504,add,left,-1,-1,-1,-1,57,55,3,-2,176650
5362,5,420,mult,right,-1,-1,-1,-1,66,40,4,-2,178080
5362,5,6147,add,left,10,14,24,1,61,30,5,-2,185235
5362,8,2573,add,left,-1,-1,-1,-1,42,42,1,-1,190829
5362,8,486,add,left,-1,-1,-1,-1,49,50,2,-1,192322
5362,8,2902,mult,right,-1,-1,-1,-1,37,47,3,-1,196238
5362,8,448,mult,right,-1,-1,-1,-1,37,37,4,-1,197698
5362,8,3183,mult,right,2,24,48,1,35,55,5,-1,201890
5362,8,2370,mult,right,10,24,240,1,36,37,6,-1,205268
5362,8,2476,mult,right,3,5,15,1,52,42,7,-1,208754
5362,8,14543,mult,right,18,22,396,1,36,43,8,-1,224304
5543,5,1654,mult,right,-1,-1,-1,-1,73,43,1,-2,553811
5543,5,1250,add,left,-1,-1,-1,-1,60,32,2,-2,556070
5543,5,327,mult,right,-1,-1,-1,-1,65,34,3,-2,557404
5543,5,353,mult,right,-1,-1,-1,-1,64,40,4,-2,558762
5543,5,4583,add,left,13,15,28,1,83,44,5,-2,564352
5543,8,1087,add,left,-1,-1,-1,-1,55,34,1,-1,568043
5543,8,729,mult,right,-1,-1,-1,-1,56,40,2,-1,569778
5543,8,347,add,left,-1,-1,-1,-1,46,40,3,-1,571133
5543,8,329,mult,right,-1,-1,-1,-1,46,43,4,-1,572470
5543,8,2153,add,left,2,13,15,1,65,50,5,-1,575627
5543,8,5187,-1,-1,17,17,324,0,51,51,6,-1,581820
5543,8,3505,mult,right,2,23,46,1,52,52,7,-1,586333
5543,8,2188,add,left,8,13,21,1,58,48,8,-1,589528
5558,5,3435,add,right,-1,-1,-1,-1,49,67,1,-2,292972
5558,5,1177,mult,left,-1,-1,-1,-1,54,70,2,-2,295164
5558,5,1926,mult,left,-1,-1,-1,-1,44,80,3,-2,298103
5558,5,2719,mult,left,-1,-1,-1,-1,33,72,4,-2,301835
5558,5,26284,add,right,8,8,16,1,42,80,5,-2,329132
5558,8,1741,mult,left,-1,-1,-1,-1,65,34,1,-1,336612
5558,8,431,mult,left,-1,-1,-1,-1,56,28,2,-1,338062
5558,8,424,mult,left,-1,-1,-1,-1,59,57,3,-1,339499
5558,8,533,add,right,-1,-1,-1,-1,59,46,4,-1,341050
5558,8,5035,mult,left,5,20,100,1,57,39,5,-1,347101
5558,8,39753,mult,left,14,18,252,1,64,65,6,-1,387872
5558,8,15341,mult,left,13,17,221,1,61,29,7,-1,404226
5558,8,4113,add,right,14,16,30,1,70,34,8,-1,409356
5043,5,2595,add,left,-1,-1,-1,-1,44,39,1,-2,415455
5043,5,660,add,left,-1,-1,-1,-1,50,44,2,-2,417123
5043,5,1071,mult,right,-1,-1,-1,-1,38,36,3,-2,419199
5043,5,620,add,left,-1,-1,-1,-1,46,39,4,-2,420825
5043,5,17401,mult,right,8,12,96,1,52,42,5,-2,439231
5043,8,1634,add,left,-1,-1,-1,-1,52,40,1,-1,444979
5043,8,804,add,left,-1,-1,-1,-1,44,37,2,-1,446791
5043,8,822,mult,right,-1,-1,-1,-1,51,34,3,-1,448620
5043,8,745,add,left,-1,-1,-1,-1,30,39,4,-1,450371
5043,8,8251,add,left,2,14,16,1,54,45,5,-1,459629
5043,8,2861,mult,right,1,11,11,1,41,41,6,-1,463497
5043,8,6760,mult,right,3,6,18,1,51,32,7,-1,471264
5043,8,7068,add,left,9,11,20,1,55,46,8,-1,479341
5311,5,3682,mult,left,-1,-1,-1,-1,61,66,1,-2,331718
5311,5,554,mult,left,-1,-1,-1,-1,52,50,2,-2,333285
5311,5,474,mult,left,-1,-1,-1,-1,63,52,3,-2,334770
5311,5,747,add,right,-1,-1,-1,-1,54,54,4,-2,336528
5311,5,3661,mult,left,9,20,180,1,68,48,5,-2,341199
5311,8,2303,mult,left,-1,-1,-1,-1,49,38,1,-1,347373
5311,8,395,add,right,-1,-1,-1,-1,54,40,2,-1,348780
5311,8,363,mult,left,-1,-1,-1,-1,54,48,3,-1,350154
5311,8,396,mult,left,-1,-1,-1,-1,45,46,4,-1,351562
5311,8,14835,mult,left,5,23,115,1,47,40,5,-1,367410
5311,8,3353,add,right,9,22,31,1,50,49,6,-1,371775
5311,8,16380,mult,left,13,17,221,1,56,55,7,-1,389162
5311,8,5369,add,right,10,20,30,1,36,42,8,-1,395544
5486,5,1659,mult,left,-1,-1,-1,-1,50,33,1,-2,58706722
5486,5,1537,add,right,-1,-1,-1,-1,51,27,2,-2,58709272
5486,5,950,mult,left,-1,-1,-1,-1,67,29,3,-2,58711231
5486,5,611,mult,left,-1,-1,-1,-1,60,28,4,-2,58712851
5486,5,10002,add,right,9,24,33,1,46,18,5,-2,58723864
5486,8,2896,add,right,-1,-1,-1,-1,50,35,1,-1,58731939
5486,8,675,add,right,-1,-1,-1,-1,33,48,2,-1,58733628
5486,8,588,add,right,-1,-1,-1,-1,48,41,3,-1,58735229
5486,8,738,mult,left,-1,-1,-1,-1,41,50,4,-1,58736983
5486,8,2718,add,right,2,3,5,1,53,42,5,-1,58740711
5486,8,3361,add,right,6,21,27,1,29,29,6,-1,58745087
5486,8,5790,add,right,14,19,33,1,51,50,7,-1,58751890
5486,8,3686,add,right,12,24,36,1,35,25,8,-1,58756592
4138,5,2114,add,right,-1,-1,-1,-1,23,68,1,-2,493624
4138,5,1337,mult,left,-1,-1,-1,-1,15,65,2,-2,495972
4138,5,610,mult,left,-1,-1,-1,-1,33,58,3,-2,497592
4138,5,790,add,right,-1,-1,-1,-1,34,55,4,-2,499389
4138,5,8338,add,right,18,20,38,1,37,54,5,-2,508738
4138,8,1598,mult,left,-1,-1,-1,-1,50,49,1,-1,515462
4138,8,638,mult,left,-1,-1,-1,-1,40,52,2,-1,517112
4138,8,509,add,right,-1,-1,-1,-1,39,37,3,-1,518633
4138,8,449,mult,left,-1,-1,-1,-1,68,42,4,-1,520096
4138,8,10175,mult,left,11,11,121,1,55,47,5,-1,531280
4138,8,12063,mult,left,8,24,192,1,36,36,6,-1,544356
4138,8,4984,add,right,2,19,21,1,60,33,7,-1,550348
4138,8,15351,mult,left,14,16,224,1,63,43,8,-1,566712
5374,5,2321,add,left,-1,-1,-1,-1,42,57,1,-2,642376
5374,5,538,mult,right,-1,-1,-1,-1,60,68,2,-2,643921
5374,5,1075,add,left,-1,-1,-1,-1,54,54,3,-2,646011
5374,5,482,mult,right,-1,-1,-1,-1,44,55,4,-2,647501
5374,5,26448,add,left,7,7,14,1,43,44,5,-2,674957
5374,8,1172,add,left,-1,-1,-1,-1,61,44,1,-1,679433
5374,8,536,add,left,-1,-1,-1,-1,62,67,2,-1,680976
5374,8,342,mult,right,-1,-1,-1,-1,47,70,3,-1,682326
5374,8,293,add,left,-1,-1,-1,-1,58,47,4,-1,683624
5374,8,3224,mult,right,3,11,33,1,47,56,5,-1,687853
5374,8,1227,mult,right,1,5,5,1,63,75,6,-1,690087
5374,8,4672,add,left,12,21,33,1,66,45,7,-1,695767
5374,8,2355,add,left,7,12,19,1,61,53,8,-1,699129
5672,5,5541,add,left,-1,-1,-1,-1,65,46,1,-2,548688
5672,5,2369,mult,right,-1,-1,-1,-1,67,35,2,-2,552064
5672,5,949,add,left,-1,-1,-1,-1,55,47,3,-2,554019
5672,5,597,mult,right,-1,-1,-1,-1,65,47,4,-2,555623
5672,5,5393,mult,right,9,10,90,1,55,28,5,-2,562023
5672,8,1859,mult,right,-1,-1,-1,-1,45,35,1,-1,567750
5672,8,554,mult,right,-1,-1,-1,-1,37,38,2,-1,569311
5672,8,459,mult,right,-1,-1,-1,-1,36,38,3,-1,570781
5672,8,579,add,left,-1,-1,-1,-1,46,59,4,-1,572366
5672,8,10209,mult,right,11,20,220,1,37,46,5,-1,583582
5672,8,6205,add,left,20,22,42,1,47,33,6,-1,590793
5672,8,31013,add,left,11,23,34,1,58,33,7,-1,622815
5672,8,20325,mult,right,15,22,330,1,43,43,8,-1,644148
4801,5,2807,add,left,-1,-1,-1,-1,55,52,1,-2,268404
4801,5,1343,mult,right,-1,-1,-1,-1,64,58,2,-2,270756
4801,5,959,mult,right,-1,-1,-1,-1,62,55,3,-2,272722
4801,5,565,add,left,-1,-1,-1,-1,62,50,4,-2,274294
4801,5,10464,mult,right,4,5,20,1,53,53,5,-2,285764
4801,8,1315,add,left,-1,-1,-1,-1,49,60,1,-1,291089
4801,8,431,mult,right,-1,-1,-1,-1,44,68,2,-1,292526
4801,8,332,add,left,-1,-1,-1,-1,40,73,3,-1,293865
4801,8,368,mult,right,-1,-1,-1,-1,42,59,4,-1,295241
4801,8,9735,add,left,4,19,23,1,56,47,5,-1,305985
4801,8,9805,add,left,14,24,38,1,48,54,6,-1,316799
4801,8,7505,add,left,11,17,28,1,57,57,7,-1,325310
4801,8,8751,mult,right,5,22,110,1,49,44,8,-1,335069
5477,5,1594,add,left,-1,-1,-1,-1,51,47,1,-2,416881
5477,5,899,mult,right,-1,-1,-1,-1,51,36,2,-2,418787
5477,5,749,add,left,-1,-1,-1,-1,42,53,3,-2,420544
5477,5,1142,add,left,-1,-1,-1,-1,51,57,4,-2,422695
5477,5,21200,add,left,1,6,7,1,48,55,5,-2,444901
5477,8,1173,add,left,-1,-1,-1,-1,45,46,1,-1,450101
5477,8,535,add,left,-1,-1,-1,-1,52,59,2,-1,451641
5477,8,586,mult,right,-1,-1,-1,-1,36,52,3,-1,453232
5477,8,614,add,left,-1,-1,-1,-1,37,49,4,-1,454852
5477,8,9931,add,left,7,15,22,1,29,69,5,-1,465792
5477,8,3611,add,left,10,14,24,1,36,61,6,-1,470412
5477,8,3370,add,left,19,21,40,1,49,39,7,-1,474788
5477,8,6344,add,left,13,17,30,1,50,54,8,-1,482142
5328,5,1715,add,right,-1,-1,-1,-1,64,19,1,-2,264122
5328,5,532,mult,left,-1,-1,-1,-1,49,50,2,-2,265685
5328,5,556,mult,left,-1,-1,-1,-1,62,26,3,-2,267269
5328,5,474,add,right,-1,-1,-1,-1,54,36,4,-2,268763
5328,5,5844,mult,left,11,11,121,1,44,35,5,-2,275638
5328,8,1089,add,right,-1,-1,-1,-1,43,55,1,-1,280655
5328,8,491,mult,left,-1,-1,-1,-1,63,67,2,-1,282171
5328,8,498,mult,left,-1,-1,-1,-1,42,58,3,-1,283704
5328,8,494,add,right,-1,-1,-1,-1,62,48,4,-1,285233
5328,8,9392,add,right,15,17,32,1,56,51,5,-1,295655
5328,8,1824,add,right,5,20,25,1,54,65,6,-1,298505
5328,8,2129,add,right,8,12,20,1,50,53,7,-1,301666
5328,8,2174,add,right,21,22,43,1,49,44,8,-1,304863
5596,5,3171,mult,right,-1,-1,-1,-1,62,51,1,-2,619899
5596,5,704,add,left,-1,-1,-1,-1,61,50,2,-2,621617
5596,5,524,add,left,-1,-1,-1,-1,63,34,3,-2,623153
5596,5,519,mult,right,-1,-1,-1,-1,58,57,4,-2,624685
5596,5,19410,add,left,7,19,26,1,65,53,5,-2,645104
5596,8,2622,add,left,-1,-1,-1,-1,56,49,1,-1,653387
5596,8,480,mult,right,-1,-1,-1,-1,54,61,2,-1,654882
5596,8,541,add,left,-1,-1,-1,-1,51,42,3,-1,656436
5596,8,446,mult,right,-1,-1,-1,-1,48,49,4,-1,657893
5596,8,12846,add,left,14,24,38,1,56,42,5,-1,671753
5596,8,11079,mult,right,7,13,91,1,48,51,6,-1,683846
5596,8,3878,mult,right,2,20,40,1,73,62,7,-1,688738
5596,8,5410,add,left,13,16,29,1,68,61,8,-1,695162
5467,5,5700,mult,left,-1,-1,-1,-1,47,46,1,-2,194194
5467,5,537,add,right,-1,-1,-1,-1,51,48,2,-2,195737
5467,5,488,mult,left,-1,-1,-1,-1,62,69,3,-2,197231
5467,5,480,add,right,-1,-1,-1,-1,52,64,4,-2,198717
5467,5,2837,add,right,1,3,4,1,52,64,5,-2,202559
5467,8,1597,add,right,-1,-1,-1,-1,60,35,1,-1,207850
5467,8,452,add,right,-1,-1,-1,-1,50,32,2,-1,209308
5467,8,491,mult,left,-1,-1,-1,-1,41,29,3,-1,210805
5467,8,441,mult,left,-1,-1,-1,-1,57,38,4,-1,212252
5467,8,1597,add,right,1,4,5,1,48,40,5,-1,214855
5467,8,2234,add,right,8,13,21,1,46,53,6,-1,218095
5467,8,1564,add,right,3,3,6,1,46,45,7,-1,220665
5467,8,3060,add,right,10,22,32,1,38,47,8,-1,224731
5124,5,1999,add,left,-1,-1,-1,-1,65,45,1,-2,199707
5124,5,1911,add,left,-1,-1,-1,-1,51,41,2,-2,202629
5124,5,618,add,left,-1,-1,-1,-1,64,55,3,-2,204259
5124,5,761,mult,right,-1,-1,-1,-1,54,46,4,-2,206031
5124,5,7764,mult,right,7,12,84,1,57,46,5,-2,214804
5124,8,1946,mult,right,-1,-1,-1,-1,69,44,1,-1,259837
5124,8,516,mult,right,-1,-1,-1,-1,66,38,2,-1,261362
5124,8,457,add,left,-1,-1,-1,-1,52,43,3,-1,262829
5124,8,396,mult,right,-1,-1,-1,-1,59,37,4,-1,264237
5124,8,13469,mult,right,14,17,238,1,60,49,5,-1,278716
5124,8,5561,add,left,15,22,37,1,54,59,6,-1,285288
5124,8,2354,add,left,8,11,19,1,62,42,7,-1,288655
5124,8,11939,-1,-1,12,24,168,0,57,54,8,-1,301603
4127,5,4353,add,right,-1,-1,-1,-1,72,6,1,-2,880199
4127,5,700,add,right,-1,-1,-1,-1,69,28,2,-2,881932
4127,5,995,add,right,-1,-1,-1,-1,53,34,3,-2,883950
4127,5,589,mult,left,-1,-1,-1,-1,57,28,4,-2,885568
